index,country,person_name,unique_id,individual_id,company_id,gender,company_name,dual_listed,ticker,role_name,role_start_date,role_end_date,tenure_days,tenure_year,start_year,start_month,start_quarter,start_half,sector_bx,industry,appointment,revenue,market_cap,half_year,count
CAC 40,France,Aditya Mittal,48154950431,481549,50431,Male,ARCELORMITTAL SA (Arcelor SA prior to 11/2007),Yes,MT,CEO,11/02/2021,08:29.6,889,2.435616438,2021,2,1,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,79844000000,21864953028,2021 H1,1
CAC 40,France,Olivier Roussat,6009844894,600984,4894,Male,BOUYGUES SA,Yes,EN,CEO,17/02/2021,08:29.6,883,2.419178082,2021,2,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,47458434678,12116046327,2021 H1,1
CAC 40,France,Nicolas Hiéronimus,59932019158,599320,19158,Male,L'OREAL SA,No,OR,CEO,01/05/2021,08:29.6,810,2.219178082,2021,5,2,H1,Clothing & Personal Products,Consumer,Internal,40968101301,2.38187E+11,2021 H1,1
CAC 40,France,Benoît Claude Bazin,4479056816,447905,6816,Male,COMPAGNIE DE ST-GOBAIN SA,Yes,SGO,CEO,01/07/2021,08:29.6,749,2.052054795,2021,7,3,H2,Construction & Building Materials,Industrial & Natural Resources,Internal,54819942246,29653600995,2021 H2,1
CAC 40,France,François Jackow,13674411168,1367441,1168,Male,AIR LIQUIDE SA,Yes,AI,CEO,01/06/2022,08:29.6,414,1.134246575,2022,6,2,H1,Chemicals,Industrial & Natural Resources,Internal,32052271640,88425920659,2022 H1,1
CAC 40,France,Estelle Karine Brachlianoff,1.32019E+11,1320192,32847,Female,VEOLIA ENVIRONNEMENT SA (Vivendi Environnement prior to 04/2003),Yes,VIE,CEO,01/07/2022,08:29.6,384,1.052054795,2022,7,3,H2,Utilities - Other,Industrial & Natural Resources,Internal,45920066980,22164871560,2022 H2,1
CAC 40,France,Peter Herweck,1.11314E+11,1113140,27248,Male,SCHNEIDER ELECTRIC SE (Schneider Electric SA prior to 09/2014),Yes,SU,CEO,04/05/2023,08:29.6,77,0.210958904,2023,5,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,36594455655,1.01156E+11,2023 H1,1
CAC 40,France,Slawomir Krupa,88554828396,885548,28396,Male,SOCIETE GENERALE SA,Yes,GLE,CEO,23/05/2023,08:29.6,58,0.15890411,2023,5,2,H1,Banks,Financial Services,Internal,30044587758,20678604571,2023 H1,1
DAX,Germany,Doctor Bernhard (Bernd) Montag,8.31291E+12,831291,2794683,Male,SIEMENS HEALTHINEERS AG,No,SHL,CEO,16/03/2018,08:29.6,1952,5.347945205,2018,3,1,H1,Health,Healthcare,External,21282541733,60672505165,2018 H1,1
DAX,Germany,Jean-Jacques Henchoz,1.12359E+11,1123593,14286,Male,HANNOVER RUECKVERSICHERUNG SE (Hannover Rueckversicherung AG prior to 03/2013),No,HNR1,Chairman/CEO,08/05/2019,08:29.6,1534,4.202739726,2019,5,2,H1,Insurance,Financial Services,External,33979182385,24520262000,2019 H1,1
DAX,Germany,Christian Kohlpaintner,1.04773E+11,1047732,71911,Male,BRENNTAG SE (Brenntag AG prior to 02/2021),No,BNR,Chairman/CEO,01/01/2020,08:29.6,1296,3.550684932,2020,1,1,H1,Chemicals,Industrial & Natural Resources,External,20804209306,11562598250,2020 H1,1
DAX,Germany,Doctor Christian Bruch,1.38069E+13,1380689,3273843,Male,SIEMENS ENERGY AG,No,ENR,Chairman/President/CEO/Chief Sustainability Officer,28/09/2020,08:29.6,1025,2.808219178,2020,9,3,H2,Oil & Gas,Industrial & Natural Resources,External,28420828158,12991916815,2020 H2,1
DAX,Germany,Martin Daum,1.28093E+13,1280931,3486568,Male,DAIMLER TRUCK HOLDING AG,No,DTG,Chairman/CEO,10/12/2021,08:29.6,587,1.608219178,2021,12,4,H2,Transport,Industrial & Natural Resources,External,54550109532,28804750424,2021 H2,1
DAX,Germany,Doctor Oliver Blume,1.61791E+13,1617913,1679121,Male,DR ING HC F PORSCHE AG (Porsche),No,P911,Chairman/CEO,29/09/2022,08:29.6,294,0.805479452,2022,9,3,H2,Automobiles & Parts,Industrial & Natural Resources,External,40292877057,54343119471,2022 H2,1
DAX,Germany,Björn Gulden,1139597792,1139597,792,Male,ADIDAS AG (Adidas-Salomon prior to 06/2006),No,ADS,CEO,01/01/2023,08:29.6,200,0.547945205,2023,1,1,H1,Clothing & Personal Products,Consumer,External,24103984997,34914201673,2023 H1,1
DAX,Germany,William (Bill) N Anderson,18308993693,1830899,3693,Male,BAYER AG,No,"BAY, BAY1, BAYN",Chairman/CEO,01/06/2023,08:29.6,49,0.134246575,2023,6,2,H1,Pharmaceuticals and Biotechnology,Healthcare,External,54329531996,54312102242,2023 H1,1
DAX,Germany,Doctor Tobias Meyer,22158529087,2215852,9087,Male,DEUTSCHE POST AG,No,DPW,Group CEO,04/05/2023,08:29.6,77,0.210958904,2023,5,2,H1,Transport,Industrial & Natural Resources,Internal,1.01119E+11,60418947916,2023 H1,1
DAX,Germany,Christian Sewing,12002709074,1200270,9074,Male,DEUTSCHE BANK AG,No,"DBK, DBNK",Chairman/CEO,08/04/2018,08:29.6,1929,5.284931507,2018,4,2,H1,Banks,Financial Services,Internal,37397529208,20179350642,2018 H1,1
DAX,Germany,Doctor Markus Steilemann,1.51724E+13,1517243,2348636,Male,COVESTRO AG,No,1COV,CEO,01/06/2018,08:29.6,1875,5.136986301,2018,6,2,H1,Chemicals,Industrial & Natural Resources,Internal,19239500796,9781612850,2018 H1,1
DAX,Germany,Guillaume Faury,8605549874,860554,9874,Male,AIRBUS SE (Airbus Group SE prior to 01/2017),Yes,"AIR, EAD",CEO,10/04/2019,08:29.6,1562,4.279452055,2019,4,2,H1,Aerospace & Defence,Industrial & Natural Resources,Internal,62921348247,1.11461E+11,2019 H1,1
DAX,Germany,Sten Ola Källenius,13339168609,1333916,8609,Male,MERCEDES-BENZ GROUP AG (Daimler AG prior to 02/2022),No,"DAI, DAIC, DCX, MBG",Chairman/CEO,22/05/2019,08:29.6,1520,4.164383562,2019,5,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,1.60633E+11,83211134379,2019 H1,1
DAX,Germany,Christian Klein,1.70826E+11,1708261,27066,Male,SAP SE (SAP AG prior to 07/2014),No,SAP,CEO,10/10/2019,08:29.6,1379,3.778082192,2019,10,4,H2,Software & Computer Services,Technology,Internal,33055578199,1.62366E+11,2019 H2,1
DAX,Germany,Carsten Knobel,85217114661,852171,14661,Male,HENKEL AG & CO KGAA (HENKEL KGAA prior to 04/2008),No,"HEN, HEN3",Chair/CEO,01/01/2020,08:29.6,1296,3.550684932,2020,1,1,H1,Household Products,Consumer,Internal,23981917817,31333254857,2020 H1,1
DAX,Germany,Thierry Bernard,50698925483,506989,25483,Male,QIAGEN NV,No,QGEN,CEO/MD,24/03/2020,08:29.6,1213,3.323287671,2020,3,1,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,2141518000,10203973362,2020 H1,1
DAX,Germany,Nikolai Setzer,8367697779,836769,7779,Male,CONTINENTAL AG,No,CON,Chairman/CEO,01/12/2020,08:29.6,961,2.632876712,2020,12,4,H2,Automobiles & Parts,Industrial & Natural Resources,Internal,42197660448,14641490735,2020 H2,1
DAX,Germany,Doctor Roland Emil Busch,1.11314E+11,1113141,27916,Male,SIEMENS AG,No,SIE,President/CEO,03/02/2021,08:29.6,897,2.457534247,2021,2,1,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,70546813407,1.23907E+11,2021 H1,1
DAX,Germany,Doctor Leonhard (Leo) Birnbaum,6055389863,605538,9863,Male,E.ON SE (E.ON AG prior to 11/2012),No,"EOA, EOAN",Chairman/CEO/Chief Sustainability Officer/Chief Human Rights Officer,01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Electricity,Industrial & Natural Resources,Internal,1.2541E+11,32878413599,2021 H1,1
DAX,Germany,Vincent Warnery,18542463928,1854246,3928,Male,BEIERSDORF AG,No,BEI,Chairman/CEO,01/05/2021,08:29.6,810,2.219178082,2021,5,2,H1,Clothing & Personal Products,Consumer,Internal,9421658921,32452300718,2021 H1,1
DAX,Germany,Belén Garijo López,53754320288,537543,20288,Female,MERCK KGAA,No,MRK,Chair/CEO,01/05/2021,08:29.6,810,2.219178082,2021,5,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,23805241635,20767658426,2021 H1,1
DAX,Germany,Doctor Markus Krebber,1.11923E+11,1119232,26734,Male,RWE AG,No,RWE,CEO,01/05/2021,08:29.6,810,2.219178082,2021,5,2,H1,Utilities - Other,Industrial & Natural Resources,Internal,41298325146,31900666194,2021 H1,1
DAX,Germany,Jochen Hanebeck,1.71615E+11,1716145,15909,Male,INFINEON TECHNOLOGIES AG,No,IFX,CEO,01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Information Technology Hardware,Technology,Internal,13935487628,50018783031,2022 H1,1
DAX,Germany,Michael Sen,1.05672E+11,1056720,12518,Male,FRESENIUS SE & CO KGAA (Fresenius SE prior to 01/2011),No,FRE,Chairman/CEO,01/10/2022,08:29.6,292,0.8,2022,10,4,H2,Pharmaceuticals and Biotechnology,Healthcare,Internal,43730031864,15187483952,2022 H2,1
DAX,Germany,Lars Wagner,1.68477E+12,1684772,796041,Male,MTU AERO ENGINES AG (MTU Aero Engines Holding AG prior to 05/2013),No,MTX,CEO/Chief Sustainability Officer,01/01/2023,08:29.6,200,0.547945205,2023,1,1,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,5707176048,13803549867,2023 H1,1
DAX,Germany,Doctor Theodor Weimer,6069539079,606953,9079,Male,DEUTSCHE BOERSE AG,No,DB1,Chairman/CEO,01/01/2018,08:29.6,2026,5.550684932,2018,1,1,H1,Speciality & Other Finance,Financial Services,External,5710602496,33686182952,2018 H1,1
EURONEXT 100,Europe,Doctor Ilham Kadri,1.28421E+11,1284208,28543,Female,SOLVAY SA,No,SOLB,CEO,01/03/2019,08:29.6,1602,4.389041096,2019,3,1,H1,Chemicals,Industrial & Natural Resources,External,17208260090,11440427569,2019 H1,1
EURONEXT 100,Europe,Paul Hudson,1.29027E+11,1290266,27027,Male,SANOFI SA (Sanofi-Aventis prior to 05/2011),Yes,SAN,CEO,01/09/2019,08:29.6,1418,3.884931507,2019,9,3,H2,Pharmaceuticals and Biotechnology,Healthcare,External,46039671402,1.30638E+11,2019 H2,1
EURONEXT 100,Europe,Gek (Benjamin) Lim Loh,5375962779,537596,2779,Male,ASM INTERNATIONAL NV,No,ASM,Chairman/President/CEO,18/05/2020,08:29.6,1158,3.17260274,2020,5,2,H1,Information Technology Hardware,Technology,External,2581535615,20165937199,2020 H1,1
EURONEXT 100,Europe,Luca De Meo,55009526049,550095,26049,Male,RENAULT SA (REGIE NATIONALE DES USINES),Yes,RNO,CEO,01/07/2020,08:29.6,1114,3.052054795,2020,7,3,H2,Automobiles & Parts,Industrial & Natural Resources,External,49673846919,12112427393,2020 H2,1
EURONEXT 100,Europe,Catherine Fiamma MacGregor,60381012901,603810,12901,Female,ENGIE SA (GDF Suez SA prior to 07/2015),Yes,"ENGI, GAZ, GSZ",CEO,01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Oil & Gas,Industrial & Natural Resources,External,1.00507E+11,39826925161,2021 H1,1
EURONEXT 100,Europe,Emile Quevrin,1.07476E+11,1074758,13660,Male,GROUPE BRUXELLES LAMBERT SA (Formerly known as Electrafina SA),No,GBLB,Honorary CEO,01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Speciality & Other Finance,Financial Services,External,8682402947,11122641367,2021 H1,1
EURONEXT 100,Europe,Antoine Jean Bernard de Saint-Affrique,8813628678,881362,8678,Male,DANONE SA (Groupe Danone SA prior to 04/2009),Yes,BN,CEO,15/09/2021,08:29.6,673,1.843835616,2021,9,3,H2,Food Producers & Processors,Consumer,External,29618423393,41006367505,2021 H2,1
EURONEXT 100,Europe,Sir Lucian Charles Grainge,9.92398E+12,992398,3452802,Male,UNIVERSAL MUSIC GROUP NV (UMG),No,UMG,Chairman/CEO,21/09/2021,08:29.6,667,1.82739726,2021,9,3,H2,Media & Entertainment,Consumer,External,11071707381,40866665143,2021 H2,1
EURONEXT 100,Europe,Grégoire (Greg) Poux-Guillaume,11103071243,1110307,1243,Male,AKZO NOBEL NV,No,AKZA,Chairman/CEO,01/11/2022,08:29.6,261,0.715068493,2022,11,4,H2,Chemicals,Industrial & Natural Resources,External,11613514338,13162531155,2022 H2,1
EURONEXT 100,Europe,Ingo Jeroen Uytdehaage,1.28724E+13,1287237,2826944,Male,ADYEN NV,No,ADYEN,Co-CEO,11/05/2023,08:29.6,70,0.191780822,2023,5,2,H1,Software & Computer Services,Technology,Internal,9567937163,49494156042,2023 H1,1
EURONEXT 100,Europe,Hinda Gharbi,1.19259E+12,1192589,586920,Female,BUREAU VERITAS SA,No,BVI,CEO,22/06/2023,08:29.6,28,0.076712329,2023,6,2,H1,Business Services,Technology,Internal,6050463223,12399564620,2023 H1,1
EURONEXT 100,Europe,Sophie Bellon,1470028430,14700,28430,Female,SODEXO SA,No,SW,Chairwoman/CEO,01/03/2022,08:29.6,506,1.38630137,2022,3,1,H1,Leisure & Hotels,Consumer,Internal,21235443174,15546162118,2022 H1,1
EURONEXT 100,Europe,Jeremy (Peter) Jackson,1.07042E+11,1070419,24858,Male,FLUTTER ENTERTAINMENT PLC (Paddy Power Betfair PLC prior to 05/2019),Yes,"FLTR, PPB",CEO,08/01/2018,08:29.6,2019,5.531506849,2018,1,1,H1,Leisure & Hotels,Consumer,Internal,9306848700,32661725220,2018 H1,1
EURONEXT 100,Europe,Francesco Milleri,1.69974E+11,1699737,11062,Male,ESSILORLUXOTTICA (Essilor International SA prior to 10/2018),Yes,"EF, EI, EL",Chairman/CEO,17/12/2020,08:29.6,945,2.589041096,2020,12,4,H2,Health,Healthcare,Internal,26227311471,83547782126,2020 H2,1
EURONEXT 100,Europe,Alexander (Sander) M van't Noordende,51365225754,513652,25754,Male,RANDSTAD NV (Randstad Holding NV prior to 04/2018),No,"RAND, RND",Chair/CEO,29/03/2022,08:29.6,478,1.309589041,2022,3,1,H1,Business Services,Technology,Internal,29518842272,9522114347,2022 H1,1
EURONEXT 100,Europe,Christel Heydemann,1.11941E+11,1119411,12430,Female,ORANGE SA (France Telecom SA prior to 07/2013),Yes,"FTE, ORA",CEO,04/04/2022,08:29.6,472,1.293150685,2022,4,2,H1,Telecommunication Services,Technology,Internal,46547213887,30356697239,2022 H1,1
EURONEXT 100,Europe,Dimitri E de Vreeze,1.07479E+13,1074788,3636668,Male,DSM-FIRMENICH AG,No,DSFIR,Co-CEO/CFO,18/04/2023,08:29.6,93,0.254794521,2023,4,2,H1,Clothing & Personal Products,Consumer,External,20980677824,28670803832,2023 H1,1
EURONEXT 100,Europe,Benoît Coquart,1.14392E+11,1143918,18663,Male,LEGRAND SA,Yes,LR,CEO,08/02/2018,08:29.6,1988,5.446575342,2018,2,1,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,8929535448,25497971872,2018 H1,1
EURONEXT 100,Europe,Jean-Marc Chery,59856229278,598562,29278,Male,STMICROELECTRONICS NV (SGS-THOMSON Microelectronics NV prior to 1998),Yes,"STM, STMPA",President/CEO,31/05/2018,08:29.6,1876,5.139726027,2018,5,2,H1,Information Technology Hardware,Technology,Internal,16128000000,42694887184,2018 H1,1
EURONEXT 100,Europe,Pieter Willem van der Does,1.28724E+13,1287236,2826944,Male,ADYEN NV,No,ADYEN,Co-CEO,13/06/2018,08:29.6,1863,5.104109589,2018,6,2,H1,Software & Computer Services,Technology,Internal,9567937163,49494156042,2018 H1,1
EURONEXT 100,Europe,Frans W Muller,4964691118,496469,1118,Male,KONINKLIJKE AHOLD DELHAIZE NV (Koninklijke Ahold NV prior to 07/2016),No,"AD, AH",Chair/President/CEO,01/07/2018,08:29.6,1845,5.054794521,2018,7,3,H2,Food & Drug Retailers,Consumer,Internal,93139399893,33242351325,2018 H2,1
EURONEXT 100,Europe,Guillaume Faury,8605549874,860554,9874,Male,AIRBUS SE (Airbus Group SE prior to 01/2017),Yes,"AIR, EAD",CEO,10/04/2019,08:29.6,1562,4.279452055,2019,4,2,H1,Aerospace & Defence,Industrial & Natural Resources,Internal,62921348247,1.11461E+11,2019 H1,1
EURONEXT 100,Europe,Hilde Merete Aasheim,27479622438,274796,22438,Female,NORSK HYDRO ASA,No,NHY,President/CEO,08/05/2019,08:29.6,1534,4.202739726,2019,5,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,21793798173,11867309225,2019 H1,1
EURONEXT 100,Europe,Florent Menegaux,60710720540,607107,20540,Male,MICHELIN (CIE GENERALE DES ETABLISSEMENTS),Yes,ML,CEO/Managing General Partner,17/05/2019,08:29.6,1525,4.178082192,2019,5,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,30613163834,20321363053,2019 H1,1
EURONEXT 100,Europe,Francis Deprez,10552139206,1055213,9206,Male,D'IETEREN GROUP SA/NV (D'ieteren SA/NV prior to 06/2021),No,DIE,CEO,01/07/2019,08:29.6,1480,4.054794521,2019,7,3,H2,Automobiles & Parts,Industrial & Natural Resources,Internal,5048227429,9180200781,2019 H2,1
EURONEXT 100,Europe,Kjerstin Rasmussen Braathen,1.29142E+12,1291416,494154,Female,DNB BANK ASA (DNB ASA prior to 07/2021),No,DNB,Group CEO,01/09/2019,08:29.6,1418,3.884931507,2019,9,3,H2,Banks,Financial Services,Internal,6743499224,28674110094,2019 H2,1
EURONEXT 100,Europe,Robert (Bob) van Dijk,1.19859E+13,1198592,3081662,Male,PROSUS NV (Myriad International Holdings NV prior to 09/2019),No,PRX,CEO,11/09/2019,08:29.6,1408,3.857534247,2019,9,3,H2,Software & Computer Services,Technology,Internal,6866000000,1.37481E+11,2019 H2,1
EURONEXT 100,Europe,David Engel Knibbe,1.09222E+13,1092224,2121854,Male,NN GROUP NV,No,NN,Chairman/CEO,01/10/2019,08:29.6,1388,3.802739726,2019,10,4,H2,Life Assurance,Financial Services,Internal,18557423659,10752799053,2019 H2,1
EURONEXT 100,Europe,Joost F Farwerck,123918088,1239,18088,Male,KPN (KONINKLIJKE) NV,No,KPN,Chairman/CEO,01/10/2019,08:29.6,1388,3.802739726,2019,10,4,H2,Telecommunication Services,Technology,Internal,5754289697,14357757668,2019 H2,1
EURONEXT 100,Europe,Ivan Olle Vindheim,62093123697,620931,23697,Male,MOWI ASA (Marine Harvest ASA prior to 01/2019),No,"MHG, MOWI, PAN",CEO,12/11/2019,08:29.6,1346,3.687671233,2019,11,4,H2,Food Producers & Processors,Consumer,Internal,5290434413,8148672359,2019 H2,1
EURONEXT 100,Europe,Aiman Ezzat,6543425688,654342,5688,Male,CAPGEMINI SE (Cap Gemini SA prior to 06/2017),Yes,CAP,CEO,20/05/2020,08:29.6,1156,3.167123288,2020,5,2,H1,Software & Computer Services,Technology,Internal,23551470392,31578773056,2020 H1,1
EURONEXT 100,Europe,Rudolf (Dolf) Gijsbert van den Brink,1.53102E+11,1531020,14579,Male,HEINEKEN NV,No,HEIA,Chairman/CEO,01/06/2020,08:29.6,1144,3.134246575,2020,6,2,H1,Beverages,Consumer,Internal,37129838024,59172250826,2020 H1,1
EURONEXT 100,Europe,Steven J van Rijswijk,1.87452E+11,1874516,16036,Male,ING GROEP NV,No,INGA,Chairman/CEO,01/07/2020,08:29.6,1114,3.052054795,2020,7,3,H2,Banks,Financial Services,Internal,19874464285,48156885612,2020 H2,1
EURONEXT 100,Europe,Anders Opedal,1.71262E+11,1712616,29137,Male,EQUINOR ASA (Statoil ASA prior to 05/2018),No,"EQNR, STL",President/CEO,02/11/2020,08:29.6,990,2.712328767,2020,11,4,H2,Oil & Gas,Industrial & Natural Resources,Internal,1.50806E+11,90119354750,2020 H2,1
EURONEXT 100,Europe,Olivier Andries,50426626861,504266,26861,Male,SAFRAN (Sagem SA prior to 05/2005),Yes,"SAF, SAG",CEO,01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Information Technology Hardware,Technology,Internal,20904539962,62625236749,2021 H1,1
EURONEXT 100,Europe,Miguel Stilwell de Andrade,1.25465E+11,1254651,10320,Male,ENERGIAS DE PORTUGAL SA (EDP),No,EDP,Chairman/CEO,19/01/2021,08:29.6,912,2.498630137,2021,1,1,H1,Electricity,Industrial & Natural Resources,Internal,22112109885,19996492500,2021 H1,1
EURONEXT 100,Europe,Aditya Mittal,48154950431,481549,50431,Male,ARCELORMITTAL SA (Arcelor SA prior to 11/2007),Yes,MT,CEO,11/02/2021,08:29.6,889,2.435616438,2021,2,1,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,79844000000,21864953028,2021 H1,1
EURONEXT 100,Europe,Olivier Roussat,6009844894,600984,4894,Male,BOUYGUES SA,Yes,EN,CEO,17/02/2021,08:29.6,883,2.419178082,2021,2,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,47458434678,12116046327,2021 H1,1
EURONEXT 100,Europe,Valérie Baudson,1.34728E+13,1347278,2362314,Female,AMUNDI (Amundi Group prior to 11/2015),No,AMUN,Group CEO,10/05/2021,08:29.6,801,2.194520548,2021,5,2,H1,Speciality & Other Finance,Financial Services,Internal,6350763477,11672271527,2021 H1,1
EURONEXT 100,Europe,Benoît Claude Bazin,4479056816,447905,6816,Male,COMPAGNIE DE ST-GOBAIN SA,Yes,SGO,CEO,01/07/2021,08:29.6,749,2.052054795,2021,7,3,H2,Construction & Building Materials,Industrial & Natural Resources,Internal,54819942246,29653600995,2021 H2,1
EURONEXT 100,Europe,Michel Dimitrios Doukeris,79659616308,796596,16308,Male,ANHEUSER-BUSCH INBEV SA (InBev SA prior to 11/2008),No,ABI,CEO,01/07/2021,08:29.6,749,2.052054795,2021,7,3,H2,Beverages,Consumer,Internal,57786000000,96220864949,2021 H2,1
EURONEXT 100,Europe,François Jackow,13674411168,1367441,1168,Male,AIR LIQUIDE SA,Yes,AI,CEO,01/06/2022,08:29.6,414,1.134246575,2022,6,2,H1,Chemicals,Industrial & Natural Resources,Internal,32052271640,88425920659,2022 H1,1
EURONEXT 100,Europe,Estelle Karine Brachlianoff,1.32019E+11,1320192,32847,Female,VEOLIA ENVIRONNEMENT SA (Vivendi Environnement prior to 04/2003),Yes,VIE,CEO,01/07/2022,08:29.6,384,1.052054795,2022,7,3,H2,Utilities - Other,Industrial & Natural Resources,Internal,45920066980,22164871560,2022 H2,1
EURONEXT 100,Europe,Roy Jakobs,1.1953E+11,1195296,24350,Male,KONINKLIJKE PHILIPS NV (Koninklijke Philips Electronics NV prior to 05/2013),No,PHIA,President/CEO,15/10/2022,08:29.6,278,0.761643836,2022,10,4,H2,Diversified Industrials,Industrial & Natural Resources,Internal,19088522968,19395419987,2022 H2,1
EURONEXT 100,Europe,Wael Sawan,2.13642E+12,2136416,550686,Male,SHELL PLC (Royal Dutch Shell PLC prior to 01/2022),Yes,SHEL,CEO,01/01/2023,08:29.6,200,0.547945205,2023,1,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,3.86201E+11,2.00435E+11,2023 H1,1
EURONEXT 100,Europe,Geraldine Matchett,1.07483E+13,1074826,3636668,Female,DSM-FIRMENICH AG,No,DSFIR,Co-CEO/COO,18/04/2023,08:29.6,93,0.254794521,2023,4,2,H1,Clothing & Personal Products,Consumer,External,20980677824,28269201975,2023 H1,1
EURONEXT 100,Europe,Peter Herweck,1.11314E+11,1113140,27248,Male,SCHNEIDER ELECTRIC SE (Schneider Electric SA prior to 09/2014),Yes,SU,CEO,04/05/2023,08:29.6,77,0.210958904,2023,5,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,36594455655,97452247372,2023 H1,1
EURONEXT 100,Europe,Slawomir Krupa,88554828396,885548,28396,Male,SOCIETE GENERALE SA,Yes,GLE,CEO,23/05/2023,08:29.6,58,0.15890411,2023,5,2,H1,Banks,Financial Services,Internal,30044587758,20294561980,2023 H1,1
FTSE 100,UK,Wendy Juliet McMillan,1.13749E+11,1137486,14223,Female,HALMA PLC,No,HLMA,Sector Chief Executive,01/02/2018,08:29.6,1995,5.465753425,2018,2,1,H1,Engineering & Machinery,Industrial & Natural Resources,External,2284891488,10533052070,2018 H1,1
